index,question,answer,response_openai,running_time_openai,score,counts,totals,precisions,bp,sys_len,ref_len,rouge1,rouge2,rougeL,rougeLsum
75,Apa itu Data-Driven Decision support System?,"Data-Driven Decision Support System merupakan grup riset yang bertujuan untuk menciptakan solusi dari permasalahan dunia dengan berbasiskan data. Grup riset Data-Driven Decision Support System dibentuk pada tahun 2020 sebagai wadah untuk kolaborasi yang bersifat interdisipliner bagi seorang policy experts, data scientist dan interactive programmers. Grup riset ini fokus pada penyelesaian permasalahan terkait pengambilan keputusan di bidang kesehatan, sosial komunikasi, bisnis, pendidikan, dan lingkungan. ","Data-Driven Decision Support System adalah sebuah grup riset yang bertujuan untuk menciptakan solusi dari permasalahan dunia dengan berbasis data. Grup riset ini dibentuk sebagai wadah untuk kolaborasi yang bersifat interdisipliner bagi seorang policy experts, data scientist, dan interactive programmers. Fokus dari grup riset ini adalah penyelesaian permasalahan terkait pengambilan keputusan di berbagai bidang seperti kesehatan, sosial komunikasi, bisnis, pendidikan, dan lingkungan. Mereka melakukan analisis data dan menggunakan data sebagai dasar untuk mengambil keputusan yang lebih baik.",7.344667434692383,53.73690726612529,"[59, 49, 42, 35]","[86, 85, 84, 83]","[68.6, 57.65, 50.0, 42.17]",1.0,86,71,0.7746478873239436,0.6285714285714286,0.7464788732394366,0.7464788732394366
76,Kelompok Data-Driven Decision support system mengajukan topik apa?,"Topik penelitian pada kelompok penelitian Data-Driven Decision Support System yaitu Integrated Media & Public Opinion Intelligent System, Survival Analysis & Health Detection, Weather & Climate Change Analytics dan Learning Analytics & Technologies ","Kelompok Data-Driven Decision Support System mengajukan beberapa topik penelitian, antara lain:
1. Integrated Media & Public Opinion Intelligent System
2. Survival Analysis & Health Detection
3. Weather & Climate Change Analytics
4. Learning Analytics & Technologies

Semua topik penelitian tersebut fokus pada penyelesaian permasalahan terkait pengambilan keputusan di bidang kesehatan, sosial komunikasi, bisnis, pendidikan, dan lingkungan.",5.364156484603882,26.665069497112025,"[31, 20, 15, 10]","[67, 66, 65, 64]","[46.27, 30.3, 23.08, 15.62]",1.0,67,34,0.6829268292682926,0.45,0.5609756097560975,0.6341463414634146
77,Apa itu kelompok Robotics and Mechatronics?,"Robotics and Mechatronics merupakan kelompok riset multidisiplin yang memiliki basis ilmu teknik yang menggabungkan Teknik Mesin, Teknik Elektro, Ilmu Komputer, dan Teknik Robotika. Dengan kolaborasi antara cabang multidisiplin teknik tersebut, kami mengembangkan aplikasi perangkat yang luas, sistem pintar, robotika, kendaraan pintar, dan prototipe lain yang memiliki dasar disiplin mekatronika yang kuat. ","Kelompok Robotics and Mechatronics adalah sebuah kelompok riset multidisiplin di FTMM yang menggabungkan ilmu teknik seperti Teknik Mesin, Teknik Elektro, Ilmu Komputer, dan Teknik Robotika. Mereka mengembangkan aplikasi perangkat yang luas, sistem pintar, robotika, kendaraan pintar, dan prototipe lain yang memiliki dasar disiplin mekatronika yang kuat. Minat bidang mereka meliputi pemodelan, identifikasi, dan pengendalian sistem robotik, robotika biomedis, rehabilitasi, dan bedah, eksoskeleton, prostetik, dan organ buatan, serta banyak lagi.",8.672187328338623,45.367477963393426,"[49, 42, 36, 32]","[88, 87, 86, 85]","[55.68, 48.28, 41.86, 37.65]",1.0,88,61,0.65,0.5593220338983051,0.6333333333333334,0.6333333333333334
78,Kelompok Robotics and Mechatronics ada di bidang apa?,"Minat bidang kelompok penelitian Robotics and Mechatronics yaitu Pemodelan, identifikasi, dan pengendalian sistem robotik; Robotika biomedis, rehabilitasi, dan bedah; Eksoskeleton, prostetik, dan organ buatan; Desain & mekanisme baru dari Penggerak robotika; Fusi data multi-sensor dan SLAM; Layanan robotika, robotisasi industri, robotika ruang angkasa; Sensorisasi, navigasi robot, robotika komunikasi; Robotika kawanan (terkoneksi), sistem robotik bergerak dan terbang. ","Kelompok Robotics and Mechatronics berada di bidang mekatronika dan robotika. Mereka menggabungkan ilmu teknik seperti Teknik Mesin, Teknik Elektro, Ilmu Komputer, dan Teknik Robotika untuk mengembangkan aplikasi perangkat yang luas, sistem pintar, robotika, kendaraan pintar, dan prototipe lainnya.",4.708153486251831,0.0,"[19, 7, 1, 0]","[47, 46, 45, 44]","[40.43, 15.22, 2.22, 0.0]",0.5281907073422427,47,77,0.2553191489361702,0.043478260869565216,0.2127659574468085,0.2127659574468085
79,Kelompok dari Robotics and Mechatronics mendapatkan dana dari mana?,"Pendanaan penelitian yang diberikan ke kelompok penelitian Robotics and Mechatronics didapat dari Penelitian Dosen Pemula Universitas Airlangga seperti Desain dan Implementasi Low-Cost Automatic Optical Inspection (AOI) Untuk Deteksi Kecacatan Pada Printed Circuit Board (PCB), AIR-Drone (Airlangga Autonomous Air Quality Integrated Multi Sensor –Drone), Integrasi Sistem Multi-gas Sensor pada Quadcopter untuk Mendeteksi Sumber Kebocoran Gas dan Pemetaan Spasial-Temporal Kualitas Udara pada Suatu Wilayah dan Robot BELANTARA (pembersih lantai dan udara) Airlangga sebagai pencegahan penyebaran virus pada area kerja dalam gedung dan ruang isolasi. Dana yang didapatkan dari penelitian kolaborasi dengan eksternal seperti PT.Adhikara – Flow Control System for Amina Distribution dan Adicita Winaya Guna – Xline2020,Modul Robot Edukasi dan Kompetisi Robot Pembelajaran teknologi berjenjang untuk level junior SD, SMP dan SMA.","Kelompok Robotics and Mechatronics mendapatkan dana dari beberapa sumber, antara lain:
1. Penelitian Dosen Pemula Universitas Airlangga
2. Penelitian kolaborasi dengan Eksternal PT.Adhikara
3. Adicita Winaya Guna
4. PUBLIKASI – REKAM JEJAK
Dana ini digunakan untuk mendukung pengembangan aplikasi perangkat yang luas, sistem pintar, robotika, kendaraan pintar, dan prototipe lain yang memiliki dasar disiplin mekatronika yang kuat.",6.770682096481323,4.409896629604362,"[29, 11, 6, 2]","[70, 69, 68, 67]","[41.43, 15.94, 8.82, 2.99]",0.38398842996690413,70,137,0.287292817679558,0.1340782122905028,0.2320441988950276,0.26519337016574585
80,"Apa itu Digital Health, Computational Learning, Intelligent System?","Digital Health, Computational Learning, Intelligent Systems merupakan penelitian teknologi multidisiplin, yang bergerak dalam bidang kesehatan (eHealth), ilmu hayati, teknik dan ilmu komputer. Fokus utama kelompok riset DHCIS adalah mempelajari  bagaimana merancang, mengelola, dan menerapkan kombinasi metodologi sistem cerdas dan sistem komputasi untuk memecahkan masalah pada bidang kesehatan, industri, manufaktur, atau bidang lain.","Digital Health, Computational Learning, dan Intelligent Systems (DHCIS) adalah kelompok riset di Fakultas Teknologi Maju dan Multidisiplin (FTMM), Universitas Airlangga. Kelompok riset ini bergerak dalam bidang kesehatan (eHealth), ilmu hayati, teknik, dan ilmu komputer. Fokus utama dari DHCIS adalah mempelajari bagaimana merancang, mengelola, dan menerapkan kombinasi metodologi sistem cerdas dan sistem komputasi untuk memecahkan masalah pada bidang kesehatan, industri, manufaktur, atau bidang lainnya. DHCIS mencakup beberapa bidang seperti Teknologi Kesehatan Digital, Electronic Health Systems, Telehealth Apps, Wearable technology, Augmented & Virtual Reality, dan Health Web & Apps based platform. Selain itu, DHCIS juga mencakup bidang Computational Intelligence dan Intelligent Systems yang meliputi kecerdasan buatan, pembelajaran mesin, deep learning, sistem temu kembali informasi, analisis data statistik, dan masih banyak lagi.",12.462296962738037,33.0605869376156,"[61, 52, 46, 42]","[152, 151, 150, 149]","[40.13, 34.44, 30.67, 28.19]",1.0,152,66,0.5798816568047337,0.4910179640718563,0.5443786982248521,0.5443786982248521
81,"Kelompok Digital Health, Compulational Learning, Intelligent System mencakup bidang apa?","Bidang cakupan pada kelompok penelitian Digital Health, Computational Learning, Intelligent Systems antara lain Teknologi Kesehatan Digital dan Computational Intelligence dan Intelligent Systems. Pada Teknologi Kesehatan Digital antara lain Electronic Health (learning & service) Systems, Telehealth Apps, devices & systems, Wearable technology, Augmented & Virtual Reality, Health Web &/ Apps based platform. Pada Computational Intelligence dan Intelligent Systems seperti Kecerdasan Buatan, Pembelajaran Mesin, Deep Learning, Proses Mining, Sistem Temu Kembali Informasi, Rekayasa Pengetahuan, Forecasting–Planning–Scheduling, Analisis Data Statistik, Clustering, Sistem Terdistribusi, Sistem Tertanam, Pengenalan Pola.","Kelompok riset Digital Health, Computational Learning, dan Intelligent Systems (DHCIS) mencakup bidang kesehatan (eHealth), ilmu hayati, teknik, dan ilmu komputer. Fokus utama kelompok riset DHCIS adalah mempelajari bagaimana merancang, mengelola, dan menerapkan kombinasi metodologi sistem cerdas dan sistem komputasi untuk memecahkan masalah pada bidang kesehatan, industri, manufaktur, atau bidang lainnya.",6.328434944152832,5.963467773795229,"[25, 7, 5, 3]","[66, 65, 64, 63]","[37.88, 10.77, 7.81, 4.76]",0.5372927787554613,66,107,0.24427480916030533,0.07751937984496124,0.183206106870229,0.183206106870229
82,Sumber dana dari kelompok Digital Health. Compulational Learning. Intelligent didapatkan dari mana?,"Pendanaan penelitian yang diberikan ke kelompok penelitian Digital Health, Computational Learning, Intelligent Systems didapatkan dari Konsorsium Kemendikti Ristek-BRIN, Penelitian Dosen Pemula Universitas Airlangga dan Hibah riset mandate khusus Covid-19 tahun 2020","Sumber dana dari kelompok Digital Health, Computational Learning, Intelligent Systems (DHCIS) didapatkan dari Konsorsium Kemendikristek-BRIN Penelitian Dosen Pemula Universitas Airlangga dan Hibah riset mandate khusus Covid-19 tahun 2020.",4.371071815490723,59.79758039280333,"[25, 21, 18, 15]","[33, 32, 31, 30]","[75.76, 65.62, 58.06, 50.0]",0.9701515036966302,33,34,0.7936507936507938,0.6885245901639345,0.7936507936507938,0.7936507936507938
83,"Publikasi apa saja yang dihasilkan dari kelompok Compulational Learning, Intelligent System?","Beberapa publikasi yang pernah diterbitkan oleh kelompok penelitian  Digital Health, Computational Learning, Intelligent Systems yaitu The Application of Instrumentation System on a Contactless Robotic Triage Assistant to Detect Early Transmission on a COVID-19 suspect, Transforming Timestamp of a CSV Database to an Event Log, Memodelkan Penyebaran dan Optimasi SOP Pencegahan COVID-19 dengan Multimethod Simulation Modeling dan Improved Fuzzy Miner Algorithm for Business Process Discovery","Berikut adalah beberapa publikasi yang dihasilkan oleh kelompok riset Computational Learning, Intelligent Systems (CIIS):

1. The Application of Instrumentation System on a Contactless Robotic Triage Assistant to Detect Early Transmission on a COVID-19 suspect
2. Transforming Timestamp of a CSV Database to an Event Log
3. Memodelkan Penyebaran dan Optimasi SOP Pencegahan COVID-19 dengan Multimethod Simulation Modeling
4. Improved Fuzzy Miner Algorithm for Business Process Discovery
5. Analisis Transformasi Timestamp pada Sistem Pre-Processing Log Data Untuk Otomatisasi Proses Transformasi Database Dalam Manajemen Proses Bisnis
6. Pemodelan dan Simulasi Penyebaran dan SOP Pencegahan COVID-19 dengan AnyLogic
7. Analisis dan Modifikasi Algoritma Fuzzy Miner untuk Penemuan Proses Bisnis Perusahaan

Semoga informasi ini bermanfaat! Jika ada pertanyaan lain, silakan ditanyakan.",10.73901653289795,36.183863388162806,"[59, 50, 43, 38]","[131, 130, 129, 128]","[45.04, 38.46, 33.33, 29.69]",1.0,131,68,0.6417112299465241,0.5621621621621622,0.6310160427807486,0.6310160427807486
84,Kelompok riset renewable and Sustainable Energy Tecnology bergerak di bidang apa? ,"Renewable and Sustainable Energy Tecnology merupakan salah satu grup riset di bawah Fakultas Teknologi Maju dan Multidisiplin, Universitas Airlangga. Grup riset yang terdiri dari para dosen Teknik Elektro ini mempunyai fokus riset di bidang pengembangan teknologi pemanfaatan sumber energi terbarukan. Pengembangan teknologi yang dilakukan adalah dari sisi perangkat instrumentasi dan kendali, serta dari sisi pemodelan sistem daya pembangkit listrik energi terbarukan. Grup riset ini melibatkan beberapa mahasiswa yang aktif di bidang elektrikal dan elektronika untuk mengerjakan riset dan pengembangan. Saat ini, pengembangan di bidang energi terbarukan adalah memanfaatkan sebuah Solar Home System 1 kWp yang di pasang di atap Gedung Nanizar Zaman Joenoes, Kampus C, Universitas Airlangga. Beberapa penelitian terkait fasilitas ini yang sedang dikerjakan adalah pengembangan perangkat stasiun cuaca, sistem pemantauan pembangkitan energi surya, perancangan perangkat solar charge controller, analisa stabilitas sistem tenaga listrik, dan pemodelan karakteristik sistem pembangkit.","Kelompok riset Renewable and Sustainable Energy Technology bergerak di bidang pengembangan teknologi pemanfaatan sumber energi terbarukan. Mereka fokus pada pengembangan perangkat instrumentasi dan kendali, serta pemodelan sistem daya pembangkit listrik energi terbarukan. Beberapa bidang minat mereka meliputi rekayasa energi surya, konverter DC/DC (solar charge controller), smart grid/off grid inverters, wind energy engineering, sistem kendali generator dan turbin angin, sistem pembangkit listrik tenaga bayu, pemantauan dan manajemen sistem pembangkit listrik energi terbarukan, sistem monitor dan kendali berbasis IoT, pemantauan dan prediksi cuaca, serta pemodelan karakteristik sistem berbasis kecerdasan buatan.",8.745740413665771,17.607255051271448,"[62, 35, 22, 15]","[107, 106, 105, 104]","[57.94, 33.02, 20.95, 14.42]",0.6385226497005074,107,155,0.43478260869565216,0.2456140350877193,0.3391304347826087,0.3391304347826087
85,Kelompok riset renewable and Sustainable Energy Tecnology bergerak di bidang apa? ,"Bidang minat pada kelompok penelitian Renewable and Sustainable Energy Technology adalah Rekayasa energi surya seperti Konverter DC/DC (solar charge controller), Maximum power point tracking, Smart grid/Off grid Inverters. Minat Sistem Pembangkit Listrik Tenaga Surya seperti Sistem kendali generator dan turbin angin dan Sistem pembangkit listrik tenaga bayu. Minat Wind energy engineering dan pemantauan dan manajemen sistem pembangkit listrik energi terbarukan seperti Sistem monitor dan kendali berbasis IoT, Pemantauan dan prediksi cuaca, Sistem manajemen yang terintegrasi, Pemodelan karakter sistem berbasis kecerdasan buatan.","Kelompok riset Renewable and Sustainable Energy Technology bergerak di bidang pengembangan teknologi pemanfaatan sumber energi terbarukan. Mereka fokus pada pengembangan perangkat instrumentasi dan kendali, serta pemodelan sistem daya pembangkit listrik energi terbarukan. Beberapa bidang minat mereka meliputi rekayasa energi surya, konverter DC/DC (solar charge controller), smart grid/off grid inverters, wind energy engineering, sistem kendali generator dan turbin angin, sistem pembangkit listrik tenaga bayu, pemantauan dan manajemen sistem pembangkit listrik energi terbarukan, sistem monitor dan kendali berbasis IoT, pemantauan dan prediksi cuaca, serta pemodelan karakteristik sistem berbasis kecerdasan buatan.",9.418825626373291,33.83698745258983,"[60, 41, 30, 22]","[107, 106, 105, 104]","[56.07, 38.68, 28.57, 21.15]",1.0,107,95,0.7398843930635839,0.5497076023391814,0.6242774566473989,0.6242774566473989
86,Apa itu Intelligent Power and Control Engineering ? ,"Intelligent Power and Control Engineering adalah salah satu riset group yang ada dibawah naungan Fakultas Teknologi Maju dan Multidisiplin. Penelitian kami berfokus pada penyelesain permasalahan yang ada pada bidang rekayasa ketenagalistrikan dan rekayasa kontrol. Ini termasuk Analisa system tenaga, mesin-mesin listrik, tegangan tinggi, kecerdasan buatan pada sistem tenaga, pemodelan dinamik, metode control lanjut dan metode kontrol cerdas.",Intelligent Power and Control Engineering adalah salah satu kelompok riset yang berada di bawah naungan Fakultas Teknologi Maju dan Multidisiplin (FTMM) di Universitas Airlangga. Kelompok riset ini fokus pada penyelesaian permasalahan dalam bidang rekayasa ketenagalistrikan dan rekayasa kontrol. Mereka menggunakan kecerdasan buatan sebagai alat untuk menangani masalah dalam bidang tersebut.,5.271617412567139,27.66205734326375,"[29, 19, 15, 12]","[55, 54, 53, 52]","[52.73, 35.19, 28.3, 23.08]",0.8337529180751805,55,65,0.5,0.33962264150943394,0.48148148148148145,0.48148148148148145
87,Kelompok Intelligent Power and Control Engineering  bergerak dibidang apa?,"Bidang minat pada kelompok penelitian Intelligent Power and Control Engineering Rekaya Ketenagalistrikan seperti Analisa Sistem Tenaga, Konversi Energi, Elektronika Daya, Tegangan Tinggi, Mesin Listrik, Integrasi Energi Terbarukan, Kecerdasan  Buatan pada Ketenagalistrikan. Pada minta Rekayasa Kontrol seperti Pemodelan Dinamik, Metode Kontrol Lanjut, Metode Kontrol Cerdas, Metode Kontrol pada Energi Terbarukan dan Instrumentasi","Kelompok Intelligent Power and Control Engineering bergerak di bidang rekayasa ketenagalistrikan dan rekayasa kontrol. Mereka fokus pada penyelesaian permasalahan yang ada pada bidang tersebut, termasuk analisis sistem tenaga, mesin-mesin listrik, tegangan tinggi, kecerdasan buatan pada sistem tenaga, pemodelan dinamik, metode kontrol lanjut, dan metode kontrol cerdas. Mereka juga menggunakan kecerdasan buatan sebagai alat untuk menangani masalah dalam bidang rekayasa ketenagalistrikan dan rekayasa kontrol.",6.981364727020264,6.286546097340024,"[17, 4, 3, 2]","[73, 72, 71, 70]","[23.29, 5.56, 4.23, 2.86]",1.0,73,61,0.5565217391304348,0.2831858407079646,0.4,0.4
88,Apa saja fasilitas yang ada pada kelompok Intelligent power and Control Engineering?,"Fasilitas penelitian pada kelompok penelitian Intelligent Power and Control Engineering seperti Mechanical Solar Tracker, Hybrid Vehicles Simulator, 11 kW Rooftop PV Plant, Airfeel Weather Station, Blade Pitch Angle Wind Turbine Simulator, MATLAB/SIMULINK ","Pada kelompok Intelligent Power and Control Engineering, terdapat beberapa fasilitas yang tersedia, antara lain:

1. Mechanical Solar Tracker
2. Hybrid Vehicles Simulator
3. 11 kW Rooftop PV Plant
4. Airfeel Weather Station
5. Blade Pitch Angle Wind Turbine Simulator
6. MATLAB/SIMULINK

Fasilitas-fasilitas tersebut digunakan untuk mendukung penelitian dan pengembangan dalam bidang rekayasa ketenagalistrikan dan rekayasa kontrol.",5.946271181106567,24.092872663767224,"[32, 21, 14, 7]","[68, 67, 66, 65]","[47.06, 31.34, 21.21, 10.77]",1.0,68,39,0.6813186813186812,0.47191011235955055,0.6373626373626373,0.6593406593406593
89,Kelompok Intelligent Power and Control Engineering mendapatkan sumber dana darimana?,"Dana penelitian yang diberikan ke kelompok penelitian Intelligent Power and Control Engineering diperoleh dari Hibah internal Mandat Mitra Luar Negeri Universitas Airlangga, Hibah internal PDP Universitas Airlangga, Hibah internal Pengabdian Masyarakat Universitas Airlangga, Program Penelitian Kerjasama Indonesia, Hibah research SATU dan Hibah Kedaireka","Kelompok Intelligent Power and Control Engineering mendapatkan sumber dana dari beberapa sumber, antara lain:
1. Hibah internal Mandat Mitra Luar Negeri Universitas Airlangga
2. Hibah internal PDP Universitas Airlangga
3. Hibah internal Pengabdian Masyarakat Universitas Airlangga
4. Program Penelitian Kerjasama Indonesia
5. Hibah research SATU
6. Hibah Kedaireka

Dengan adanya sumber dana ini, kelompok ini dapat melaksanakan penelitian dan pengembangan di bidang rekayasa ketenagalistrikan dan rekayasa kontrol.",7.476756572723389,29.633599148814678,"[39, 26, 19, 13]","[77, 76, 75, 74]","[50.65, 34.21, 25.33, 17.57]",1.0,77,47,0.6909090909090908,0.48148148148148145,0.6363636363636362,0.6181818181818182
